,user,1,2,3,4,5,6,7,8,9,10
1316,0,Powder (1995),Doctor Dolittle (1998),Superstar (1999),Out of Africa (1985),Mystery Men (1999),Bachelor% The (1999),Big Daddy (1999),She's All That (1999),Drop Dead Gorgeous (1999),
1317,1,Clerks (1994),Muriel's Wedding (1994),Hudsucker Proxy% The (1994),Much Ado About Nothing (1993),Wallace & Gromit: The Best of Aardman Animation (1996),Rock% The (1996),Dreamscape (1984),GoodFellas (1990),Small Time Crooks (2000),
1318,0,Me Myself I (2000),Remember the Titans (2000),Best in Show (2000),Meet the Parents (2000),Wonder Boys (2000),Big Kahuna% The (2000),Virgin Suicides% The (1999),Original Kings of Comedy% The (2000),Shanghai Noon (2000),
1319,0,Remember the Titans (2000),Snow Falling on Cedars (1999),Where the Heart Is (2000),Boogie Nights (1997),Road Trip (2000),What Planet Are You From? (2000),Keeping the Faith (2000),Talented Mr. Ripley% The (1999),For Love of the Game (1999),
1320,0,Star Wars: Episode I - The Phantom Menace (1999),F/X (1986),Princess Bride% The (1987),Escape from New York (1981),Menace II Society (1993),Mariachi% El (1992),Thomas Crown Affair% The (1999),Galaxy Quest (1999),Twelve Monkeys (1995),
1321,0,Say Anything... (1989),Lethal Weapon (1987),Prizzi's Honor (1985),Risky Business (1983),Blues Brothers% The (1980),This Is Spinal Tap (1984),Stripes (1981),Jewel of the Nile% The (1985),Fanny and Alexander (1982),
1322,1,101 Dalmatians (1961),Man Who Would Be King% The (1975),Taming of the Shrew% The (1967),Jungle Book% The (1967),Romeo and Juliet (1968),Gulliver's Travels (1939),Moonstruck (1987),Father of the Bride (1950),Jerk% The (1979),
1323,0,Arsenic and Old Lace (1944),Manon of the Spring (Manon des sources) (1986),Affair to Remember% An (1957),Quiet Man% The (1952),Dial M for Murder (1954),My Fair Lady (1964),Against All Odds (1984),L.A. Story (1991),Postino% Il (The Postman) (1994),
1324,0,Chinatown (1974),Boys Don't Cry (1999),Godfather% The (1972),Run Lola Run (Lola rennt) (1998),Clerks (1994),Raging Bull (1980),Some Folks Call It a Sling Blade (1993),Snow Falling on Cedars (1999),Sleepy Hollow (1999),
1325,1,Rescuers% The (1977),Anastasia (1997),Blues Brothers% The (1980),Predator (1987),Boat% The (Das Boot) (1981),Creature Comforts (1990),Winnie the Pooh and the Blustery Day (1968),Gulliver's Travels (1939),My Fair Lady (1964),
1326,0,Dead Man Walking (1995),Insider% The (1999),Saving Private Ryan (1998),Pulp Fiction (1994),Usual Suspects% The (1995),L.A. Confidential (1997),October Sky (1999),Talented Mr. Ripley% The (1999),Green Mile% The (1999),
1327,0,Pocahontas (1995),Mulan (1998),Thin Red Line% The (1998),Tarzan (1999),Tora! Tora! Tora! (1970),Rambo: First Blood Part II (1985),Iron Eagle II (1988),Platoon (1986),Where Eagles Dare (1969),
1328,0,Predator (1987),Jackal% The (1997),Midnight Run (1988),G.I. Jane (1997),Alien (1979),Batman (1989),Glory (1989),Emerald Forest% The (1985),Hunt for Red October% The (1990),
1329,1,Anaconda (1997),Last of the Mohicans% The (1992),Last Action Hero (1993),Outbreak (1995),Desperado (1995),Hackers (1995),Ronin (1998),Bone Collector% The (1999),Jackal% The (1997),
1330,0,Treasure of the Sierra Madre% The (1948),Grapes of Wrath% The (1940),North by Northwest (1959),Fistful of Dollars% A (1964),12 Angry Men (1957),Wild Bunch% The (1969),Rear Window (1954),Close Shave% A (1995),Vertigo (1958),
1331,0,Talented Mr. Ripley% The (1999),Rebel Without a Cause (1955),Mr. Smith Goes to Washington (1939),Taxi Driver (1976),Bonnie and Clyde (1967),Snow Falling on Cedars (1999),Gods and Monsters (1998),Room with a View% A (1986),Boat% The (Das Boot) (1981),
1332,1,Young Frankenstein (1974),Monty Python's Life of Brian (1979),American Graffiti (1973),Sting% The (1973),And Now for Something Completely Different (1971),Bug's Life% A (1998),Little Big Man (1970),Chicken Run (2000),Ferris Bueller's Day Off (1986),
1333,0,Little Big Man (1970),Star Trek: Insurrection (1998),Harold and Maude (1971),Pi (1998),Run Lola Run (Lola rennt) (1998),Navigator: A Mediaeval Odyssey% The (1988),Professional% The (a.k.a. Leon: The Professional) (1994),Patriot% The (2000),NeverEnding Story% The (1984),
1334,0,Fight Club (1999),L.A. Confidential (1997),Silence of the Lambs% The (1991),Election (1999),High Fidelity (2000),Boys Don't Cry (1999),Shakespeare in Love (1998),Usual Suspects% The (1995),Insider% The (1999),
1335,1,Wallace & Gromit: The Best of Aardman Animation (1996),Babe (1995),Usual Suspects% The (1995),Elizabeth (1998),Insider% The (1999),Diva (1981),Life Is Beautiful (La Vita è bella) (1997),Croupier (1998),Schindler's List (1993),
1336,1,Pulp Fiction (1994),GoodFellas (1990),Shawshank Redemption% The (1994),Sling Blade (1996),American Beauty (1999),Close Shave% A (1995),Usual Suspects% The (1995),Life Is Beautiful (La Vita è bella) (1997),Grand Day Out% A (1992),
1337,0,Charlotte's Web (1973),Alice in Wonderland (1951),Parent Trap% The (1961),Steamboat Willie (1940),Little Mermaid% The (1989),Yellow Submarine (1968),Hercules (1997),Iron Giant% The (1999),Anastasia (1997),
1338,0,Professional% The (a.k.a. Leon: The Professional) (1994),Star Wars: Episode VI - Return of the Jedi (1983),Simple Plan% A (1998),Shanghai Noon (2000),Batman (1989),Patriot% The (2000),Schindler's List (1993),Reindeer Games (2000),Boat% The (Das Boot) (1981),
1339,0,Police Academy 2: Their First Assignment (1985),Trading Places (1983),Sixteen Candles (1984),Gods Must Be Crazy II% The (1989),Fugitive% The (1993),Con Air (1997),Ghost and the Darkness% The (1996),Night Shift (1982),Bull Durham (1988),
1340,1,Iron Giant% The (1999),Small Soldiers (1998),Pi (1998),Last Emperor% The (1987),Willy Wonka and the Chocolate Factory (1971),Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Black Hole% The (1979),Flight of the Navigator (1986),African Queen% The (1951),
1341,0,Craft% The (1996),Carnosaur 2 (1995),Scream 2 (1997),Nightwatch (1997),Dark Half% The (1993),Wolf (1994),Scream 3 (2000),Child's Play 2 (1990),Leatherface: Texas Chainsaw Massacre III (1990),
1342,0,Scream 3 (2000),Urban Legend (1998),Lord of Illusions (1995),Bride of Chucky (1998),Men in Black (1997),Ravenous (1999),Idle Hands (1999),Last of the Mohicans% The (1992),Tales from the Crypt Presents: Bordello of Blood (1996),
1343,1,This Is Spinal Tap (1984),Lawrence of Arabia (1962),12 Angry Men (1957),Raging Bull (1980),Everything You Always Wanted to Know About Sex (1972),Stand by Me (1986),On the Waterfront (1954),City Lights (1931),City of Lost Children% The (1995),
1344,1,One Flew Over the Cuckoo's Nest (1975),Babe: Pig in the City (1998),Rocky Horror Picture Show% The (1975),Airplane! (1980),Blade Runner (1982),Planet of the Apes (1968),Monty Python and the Holy Grail (1974),Pulp Fiction (1994),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),
1345,1,Defending Your Life (1991),Mumford (1999),Babe: Pig in the City (1998),Don Juan DeMarco (1995),To Die For (1995),Forget Paris (1995),What About Bob? (1991),Star Wars: Episode VI - Return of the Jedi (1983),Swingers (1996),
1346,0,Cell% The (2000),Road Trip (2000),Romeo Must Die (2000),Remember the Titans (2000),Nutty Professor II: The Klumps (2000),Me% Myself and Irene (2000),Space Cowboys (2000),Titan A.E. (2000),Perfect Storm% The (2000),
1347,1,Creature Comforts (1990),Mission: Impossible 2 (2000),Where the Heart Is (2000),Space Cowboys (2000),Life Is Beautiful (La Vita è bella) (1997),Pitch Black (2000),Brassed Off (1996),Babe: Pig in the City (1998),Brothers McMullen% The (1995),
1348,1,Winnie the Pooh and the Blustery Day (1968),Hercules (1997),Song of the South (1946),Steamboat Willie (1940),Iron Giant% The (1999),Gulliver's Travels (1939),Yellow Submarine (1968),King and I% The (1999),Pete's Dragon (1977),
1349,0,Aliens (1986),Back to the Future (1985),Boat% The (Das Boot) (1981),Glory (1989),Full Metal Jacket (1987),Predator (1987),Who Framed Roger Rabbit? (1988),Abyss% The (1989),Good% The Bad and The Ugly% The (1966),
1350,1,Schindler's List (1993),Godfather: Part II% The (1974),Leaving Las Vegas (1995),Much Ado About Nothing (1993),Shakespeare in Love (1998),Piano% The (1993),Untouchables% The (1987),Dead Man Walking (1995),Some Folks Call It a Sling Blade (1993),
1351,0,Fugitive% The (1993),Raiders of the Lost Ark (1981),Ghostbusters (1984),Hunt for Red October% The (1990),Reservoir Dogs (1992),Simple Plan% A (1998),Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode IV - A New Hope (1977),Jurassic Park (1993),
1352,0,Sling Blade (1996),Green Mile% The (1999),American History X (1998),Kagemusha (1980),High Fidelity (2000),Seven (Se7en) (1995),Dead Man Walking (1995),Erin Brockovich (2000),Elizabeth (1998),
1353,1,Aristocats% The (1970),Aladdin (1992),Road to El Dorado% The (2000),Winnie the Pooh and the Blustery Day (1968),Fantasia 2000 (1999),Gulliver's Travels (1939),Antz (1998),Three Caballeros% The (1945),Lady and the Tramp (1955),
1354,1,Hot Shots! Part Deux (1993),Song of the South (1946),Other Sister% The (1999),Message in a Bottle (1999),Whatever It Takes (2000),Forget Paris (1995),Meet Joe Black (1998),Original Kings of Comedy% The (2000),Young Sherlock Holmes (1985),
1355,0,Dangerous Liaisons (1988),Roman Holiday (1953),King and I% The (1956),Affair to Remember% An (1957),Cyrano de Bergerac (1990),Cabaret (1972),Cinema Paradiso (1988),Citizen Kane (1941),Piano% The (1993),
1356,1,Lost in Space (1998),Kull the Conqueror (1997),Richie Rich (1994),Bachelor% The (1999),Wild Things (1998),D3: The Mighty Ducks (1996),Stop! Or My Mom Will Shoot (1992),True Lies (1994),Cliffhanger (1993),
1357,0,Damien: Omen II (1978),Mary Shelley's Frankenstein (1994),Tales from the Darkside: The Movie (1990),Child's Play (1988),Cat People (1982),Re-Animator (1985),Tingler% The (1959),Texas Chainsaw Massacre 2% The (1986),Ghost of Frankenstein% The (1942),
1358,0,On Her Majesty's Secret Service (1969),Con Air (1997),Nineteen Eighty-Four (1984),Brazil (1985),Bicentennial Man (1999),Batman & Robin (1997),Rocketeer% The (1991),Sneakers (1992),Star Wars: Episode VI - Return of the Jedi (1983),
1359,1,Lady and the Tramp (1955),Robin Hood (1973),Gulliver's Travels (1939),Song of the South (1946),Steamboat Willie (1940),Creature Comforts (1990),Three Caballeros% The (1945),Tigger Movie% The (2000),Mary Poppins (1964),
1360,0,Galaxy Quest (1999),Back to the Future Part II (1989),Wild Wild West (1999),Fight Club (1999),Election (1999),Cider House Rules% The (1999),Terminator 2: Judgment Day (1991),What's Eating Gilbert Grape (1993),Net% The (1995),
1361,1,Cyrano de Bergerac (1990),Talented Mr. Ripley% The (1999),Mrs. Brown (Her Majesty% Mrs. Brown) (1997),Shakespeare in Love (1998),Angela's Ashes (1999),Shall We Dance? (Shall We Dansu?) (1996),West Side Story (1961),Casablanca (1942),Gone with the Wind (1939),
1362,0,Bamboozled (2000),Star Trek: The Motion Picture (1979),Alien (1979),Arachnophobia (1990),Heavy Metal (1981),Howard the Duck (1986),Coneheads (1993),Bicentennial Man (1999),Snow Day (2000),
1363,0,Rushmore (1998),Elizabeth (1998),Boys Don't Cry (1999),War Room% The (1993),Red Violin% The (Le Violon rouge) (1998),Life Is Beautiful (La Vita è bella) (1997),Chicken Run (2000),Erin Brockovich (2000),Shall We Dance? (Shall We Dansu?) (1996),
1364,0,Buena Vista Social Club (1999),Great Day in Harlem% A (1994),American Movie (1999),42 Up (1998),Carrie (1976),Unzipped (1995),Paris Is Burning (1990),Maya Lin: A Strong Clear Vision (1994),Hands on a Hard Body (1996),
1365,0,Who Framed Roger Rabbit? (1988),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Wizard of Oz% The (1939),Clockwork Orange% A (1971),Terminator% The (1984),Big (1988),Jaws (1975),Breakfast Club% The (1985),Brazil (1985),
1366,0,Pushing Tin (1999),Stuart Little (1999),Doors% The (1991),Snow Falling on Cedars (1999),Astronaut's Wife% The (1999),Detroit Rock City (1999),Bachelor% The (1999),Messenger: The Story of Joan of Arc% The (1999),Jack Frost (1998),
1367,1,Benny & Joon (1993),Bulworth (1998),Aliens (1986),Dark City (1998),Waking Ned Devine (1998),Muriel's Wedding (1994),Defending Your Life (1991),Michael (1996),Mad Max (1979),
1368,0,Magnolia (1999),Diner (1982),Chicken Run (2000),Talented Mr. Ripley% The (1999),Do the Right Thing (1989),Big Kahuna% The (2000),Wizard of Oz% The (1939),Life Is Beautiful (La Vita è bella) (1997),Ninotchka (1939),
1369,0,Predator (1987),Alien³ (1992),Goonies% The (1985),Nikita (La Femme Nikita) (1990),Repo Man (1984),Gattaca (1997),Birds% The (1963),Manchurian Candidate% The (1962),Midnight Run (1988),
1370,0,Stigmata (1999),Instinct (1999),I Saw What You Did (1965),Mod Squad% The (1999),Doors% The (1991),Double Jeopardy (1999),American Pie (1999),Powder (1995),White Squall (1996),
1371,0,Way of the Gun% The (2000),Dancer in the Dark (2000),Best in Show (2000),Duets (2000),Love and Basketball (2000),Wonder Boys (2000),Space Cowboys (2000),Tao of Steve% The (2000),Me Myself I (2000),
1372,0,House on Haunted Hill% The (1999),Mission: Impossible 2 (2000),Braveheart (1995),Total Recall (1990),Idle Hands (1999),Deep Impact (1998),Perfect Storm% The (2000),Mars Attacks! (1996),U-571 (2000),
1373,0,Thing% The (1982),Time Bandits (1981),West Side Story (1961),Brazil (1985),Star Wars: Episode VI - Return of the Jedi (1983),All That Jazz (1979),Oliver! (1968),Snow White and the Seven Dwarfs (1937),Jungle Book% The (1967),
1374,0,Some Folks Call It a Sling Blade (1993),Professional% The (a.k.a. Leon: The Professional) (1994),October Sky (1999),Hoop Dreams (1994),Crying Game% The (1992),Five Easy Pieces (1970),Awakenings (1990),Three Kings (1999),In the Heat of the Night (1967),
1375,0,Postino% Il (The Postman) (1994),Hudsucker Proxy% The (1994),English Patient% The (1996),Election (1999),Love Letter% The (1999),Red Violin% The (Le Violon rouge) (1998),Stuart Little (1999),Bachelor% The (1999),Talented Mr. Ripley% The (1999),
1376,0,Insider% The (1999),Boys Don't Cry (1999),Erin Brockovich (2000),Snow Falling on Cedars (1999),Sleepy Hollow (1999),Sling Blade (1996),L.A. Confidential (1997),Some Folks Call It a Sling Blade (1993),Boogie Nights (1997),
1377,0,Loaded Weapon 1 (1993),Benny & Joon (1993),Twelve Monkeys (1995),Striptease (1996),Demolition Man (1993),Executive Decision (1996),Mrs. Doubtfire (1993),Daylight (1996),Small Soldiers (1998),
1378,0,Wrong Man% The (1956),Chinatown (1974),Touch of Evil (1958),M (1931),Cape Fear (1962),Murder% My Sweet (1944),Gilda (1946),Persuasion (1995),Suspicion (1941),
1379,0,Red Violin% The (Le Violon rouge) (1998),High Fidelity (2000),Clerks (1994),Angela's Ashes (1999),Straight Story% The (1999),Phantom of the Opera% The (1943),Eyes Wide Shut (1999),Any Given Sunday (1999),American Psycho (2000),
1380,1,Mars Attacks! (1996),Twelve Monkeys (1995),Forever Young (1992),Arachnophobia (1990),Nutty Professor% The (1996),X-Files: Fight the Future% The (1998),Operation Condor 2 (Longxiong hudi) (1990),Teenage Mutant Ninja Turtles III (1993),Mighty Morphin Power Rangers: The Movie (1995),
1381,1,Snow Day (2000),28 Days (2000),Rules of Engagement (2000),Rushmore (1998),Babe: Pig in the City (1998),Shakespeare in Love (1998),Life Is Beautiful (La Vita è bella) (1997),Me Myself I (2000),Creature Comforts (1990),
1382,0,Touch of Evil (1958),M (1931),Modern Times (1936),Thin Man% The (1934),Vertigo (1958),North by Northwest (1959),Cape Fear (1962),Strangers on a Train (1951),Blood Simple (1984),
1383,1,One Fine Day (1996),Blade Runner (1982),Short Cuts (1993),Fools Rush In (1997),On the Waterfront (1954),Shampoo (1975),Tin Men (1987),In the Name of the Father (1993),Easy Rider (1969),
1384,0,Perfect Storm% The (2000),Mission to Mars (2000),Titan A.E. (2000),Mission: Impossible 2 (2000),American Psycho (2000),Galaxy Quest (1999),Space Cowboys (2000),Star Wars: Episode I - The Phantom Menace (1999),Face/Off (1997),
1385,0,Saving Private Ryan (1998),Christmas Story% A (1983),American Psycho (2000),Silence of the Lambs% The (1991),Fargo (1996),Men in Black (1997),Invisible Man% The (1933),Abbott and Costello Meet Frankenstein (1948),High Fidelity (2000),
1386,0,And Now for Something Completely Different (1971),Insider% The (1999),L.A. Confidential (1997),Producers% The (1968),Some Folks Call It a Sling Blade (1993),Hercules (1997),Sling Blade (1996),12 Angry Men (1957),Sixth Sense% The (1999),
1387,1,Gulliver's Travels (1939),Bringing Up Baby (1938),South Pacific (1958),White Christmas (1954),Jungle Book% The (1967),Cape Fear (1962),All About Eve (1950),Gay Divorcee% The (1934),Grapes of Wrath% The (1940),
1388,0,Thomas Crown Affair% The (1999),Negotiator% The (1998),Usual Suspects% The (1995),Out of Sight (1998),Professional% The (a.k.a. Leon: The Professional) (1994),Air Force One (1997),Tomorrow Never Dies (1997),Thelma & Louise (1991),Last of the Mohicans% The (1992),
1389,1,River Runs Through It% A (1992),Planet of the Apes (1968),Young Sherlock Holmes (1985),Casablanca (1942),One Flew Over the Cuckoo's Nest (1975),Blazing Saddles (1974),Clockwork Orange% A (1971),Talented Mr. Ripley% The (1999),F/X (1986),
1390,1,Keeping the Faith (2000),Insider% The (1999),Life Is Beautiful (La Vita è bella) (1997),Crimson Tide (1995),Benny & Joon (1993),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),Babe (1995),Star Wars: Episode VI - Return of the Jedi (1983),X-Men (2000),
1391,1,City of Angels (1998),Adventures of Priscilla% Queen of the Desert% The (1994),Sabrina (1995),Strictly Ballroom (1992),Michael (1996),Ever After: A Cinderella Story (1998),Sense and Sensibility (1995),Benny & Joon (1993),Birdcage% The (1996),
1392,0,Predator (1987),Sneakers (1992),Starship Troopers (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Citizen Kane (1941),Boat% The (Das Boot) (1981),Amadeus (1984),X-Files: Fight the Future% The (1998),Alien³ (1992),
