,user,1,2,3,4,5,6
1456,0,Frequency (2000),Rules of Engagement (2000),F/X (1986),Beverly Hills Cop III (1994),Shanghai Noon (2000),Hoop Dreams (1994)
1457,1,Matrix% The (1999),Life Is Beautiful (La Vita è bella) (1997),Talented Mr. Ripley% The (1999),Nikita (La Femme Nikita) (1990),GoodFellas (1990),Seven (Se7en) (1995)
1458,1,Schindler's List (1993),Usual Suspects% The (1995),Babe: Pig in the City (1998),GoodFellas (1990),Insider% The (1999),Trainspotting (1996)
1459,0,Clerks (1994),Ed Wood (1994),Elizabeth (1998),Happy% Texas (1999),Magnolia (1999),Life Is Beautiful (La Vita è bella) (1997)
1460,0,Galaxy Quest (1999),Terminator 2: Judgment Day (1991),Final Destination (2000),Star Wars: Episode I - The Phantom Menace (1999),Me Myself I (2000),Gladiator (2000)
1461,0,Nightmare on Elm Street 4: The Dream Master% A (1988),Nightmare on Elm Street 3: Dream Warriors% A (1987),Beyond the Mat (2000),Hellraiser: Bloodline (1996),Waking the Dead (1999),Halloween: The Curse of Michael Myers (1995)
1462,0,Rudy (1993),Rules of Engagement (2000),Matrix% The (1999),Galaxy Quest (1999),Snow Day (2000),Star Wars: Episode I - The Phantom Menace (1999)
1463,0,Sabrina (1995),Truth About Cats & Dogs% The (1996),Bridges of Madison County% The (1995),Star Trek: First Contact (1996),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),Aliens (1986)
1464,1,Men in Black (1997),Aliens (1986),Alien (1979),Fugitive% The (1993),Goldfinger (1964),Dances with Wolves (1990)
1465,0,Breaking Away (1979),Splash (1984),Oliver! (1968),Young Frankenstein (1974),Mommie Dearest (1981),Hoosiers (1986)
1466,1,Conan the Barbarian (1982),Predator (1987),Untouchables% The (1987),Top Gun (1986),Lethal Weapon 3 (1992),Men in Black (1997)
1467,0,Bringing Out the Dead (1999),Bowfinger (1999),Arlington Road (1999),Cruel Intentions (1999),Stigmata (1999),Beach% The (2000)
1468,0,Jurassic Park (1993),Hunt for Red October% The (1990),Lethal Weapon 3 (1992),Outbreak (1995),Predator (1987),Crow% The (1994)
1469,0,Apartment% The (1960),Arsenic and Old Lace (1944),Sting% The (1973),Modern Times (1936),Manhattan (1979),Harold and Maude (1971)
1470,0,Matrix% The (1999),Galaxy Quest (1999),Tao of Steve% The (2000),Rudy (1993),Titan A.E. (2000),Who Framed Roger Rabbit? (1988)
1471,0,Me Myself I (2000),Waking the Dead (1999),Ghost Dog: The Way of the Samurai (1999),Meet the Parents (2000),Beyond the Mat (2000),Brothers McMullen% The (1995)
1472,0,Willy Wonka and the Chocolate Factory (1971),Die Hard: With a Vengeance (1995),Negotiator% The (1998),Batman Forever (1995),Running Man% The (1987),Star Trek: First Contact (1996)
1473,0,Licence to Kill (1989),Men in Black (1997),Falling Down (1993),Titanic (1953),Executive Decision (1996),Supercop (1992)
1474,0,Close Encounters of the Third Kind (1977),Mad Max 2 (a.k.a. The Road Warrior) (1981),City of Lost Children% The (1995),Dune (1984),E.T. the Extra-Terrestrial (1982),Escape from New York (1981)
1475,0,Notting Hill (1999),Don Juan DeMarco (1995),Graduate% The (1967),Sleepless in Seattle (1993),Defending Your Life (1991),Much Ado About Nothing (1993)
1476,1,Hunchback of Notre Dame% The (1996),Alice in Wonderland (1951),Toy Story 2 (1999),Song of the South (1946),Prince of Egypt% The (1998),Steamboat Willie (1940)
1477,0,Wonder Boys (2000),Maltese Falcon% The (1941),Requiem for a Dream (2000),Saving Grace (2000),Tao of Steve% The (2000),Duets (2000)
1478,0,Godfather: Part II% The (1974),Fisher King% The (1991),Immortal Beloved (1994),Like Water for Chocolate (Como agua para chocolate) (1992),Four Weddings and a Funeral (1994),Postino% Il (The Postman) (1994)
1479,0,To Kill a Mockingbird (1962),Rear Window (1954),Gone with the Wind (1939),On the Waterfront (1954),One Flew Over the Cuckoo's Nest (1975),Much Ado About Nothing (1993)
1480,0,Me Myself I (2000),Wonder Boys (2000),Bamboozled (2000),Watcher% The (2000),Tao of Steve% The (2000),But I'm a Cheerleader (1999)
1481,1,Steamboat Willie (1940),Song of the South (1946),Lion King% The (1994),Insider% The (1999),Boogie Nights (1997),Sling Blade (1996)
1482,0,Powder (1995),Entrapment (1999),Doors% The (1991),Boys Don't Cry (1999),Stuart Little (1999),Whole Nine Yards% The (2000)
1483,1,Highlander (1986),Logan's Run (1976),Untouchables% The (1987),Legend (1985),X-Files: Fight the Future% The (1998),Star Trek V: The Final Frontier (1989)
1484,1,Reservoir Dogs (1992),Ed Wood (1994),Short Cuts (1993),Shawshank Redemption% The (1994),Citizen Ruth (1996),Breaking the Waves (1996)
1485,0,Breakfast Club% The (1985),Usual Suspects% The (1995),Talented Mr. Ripley% The (1999),Being John Malkovich (1999),Green Mile% The (1999),Shakespeare in Love (1998)
1486,0,Eyes Wide Shut (1999),Eye of the Beholder (1999),Messenger: The Story of Joan of Arc% The (1999),Stir of Echoes (1999),Boiler Room (2000),Man on the Moon (1999)
1487,0,Me Myself I (2000),Cell% The (2000),Rules of Engagement (2000),Nutty Professor II: The Klumps (2000),Whole Nine Yards% The (2000),U-571 (2000)
1488,0,Princess Bride% The (1987),E.T. the Extra-Terrestrial (1982),Star Wars: Episode I - The Phantom Menace (1999),Taxi Driver (1976),Jaws (1975),Saving Private Ryan (1998)
1489,1,It Happened One Night (1934),Clerks (1994),Seven (Se7en) (1995),54 (1998),Civil Action% A (1998),She's All That (1999)
1490,0,Midnight Run (1988),Breakdown (1997),Crow% The (1994),In the Line of Fire (1993),Glory (1989),Single White Female (1992)
1491,1,Apostle% The (1997),Grosse Pointe Blank (1997),Searching for Bobby Fischer (1993),Thelma & Louise (1991),Babe: Pig in the City (1998),Green Mile% The (1999)
1492,0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Saving Private Ryan (1998),Armageddon (1998),Sneakers (1992),Star Wars: Episode VI - Return of the Jedi (1983),Dark City (1998)
1493,1,Babe: Pig in the City (1998),There's Something About Mary (1998),Full Monty% The (1997),Austin Powers: International Man of Mystery (1997),Waking Ned Devine (1998),League of Their Own% A (1992)
1494,0,Space Jam (1996),Matrix% The (1999),Hellraiser: Bloodline (1996),Nightmare on Elm Street 5: The Dream Child% A (1989),Borrowers% The (1997),Galaxy Quest (1999)
1495,1,Fantasia 2000 (1999),Anastasia (1997),Aladdin and the King of Thieves (1996),Sneakers (1992),eXistenZ (1999),Rocketeer% The (1991)
1496,1,Crocodile Dundee II (1988),Dead Zone% The (1983),Wolf (1994),Billy Madison (1995),Gattaca (1997),Sneakers (1992)
1497,0,Escape from New York (1981),Perfect World% A (1993),Titanic (1953),Galaxy Quest (1999),Army of Darkness (1993),Speed (1994)
1498,0,Fargo (1996),Edward Scissorhands (1990),Some Folks Call It a Sling Blade (1993),Nikita (La Femme Nikita) (1990),Rocky (1976),Three Kings (1999)
1499,1,Total Recall (1990),Braveheart (1995),Shanghai Noon (2000),Patriot Games (1992),Space Cowboys (2000),Rules of Engagement (2000)
1500,0,Rushmore (1998),Christmas Story% A (1983),Gods Must Be Crazy% The (1980),Shakespeare in Love (1998),Pushing Tin (1999),Boys Don't Cry (1999)
1501,1,Forget Paris (1995),Sword in the Stone% The (1963),Total Recall (1990),Englishman Who Went Up a Hill% But Came Down a Mountain% The (1995),Splash (1984),Shaggy D.A.% The (1976)
1502,1,Long Kiss Goodnight% The (1996),Bicentennial Man (1999),Lost World: Jurassic Park% The (1997),End of Days (1999),Messenger: The Story of Joan of Arc% The (1999),Chicken Run (2000)
1503,0,Outlaw Josey Wales% The (1976),Galaxy Quest (1999),Ghostbusters (1984),Midnight Run (1988),One Flew Over the Cuckoo's Nest (1975),Boat% The (Das Boot) (1981)
1504,0,Terminator% The (1984),Alien (1979),Hunt for Red October% The (1990),E.T. the Extra-Terrestrial (1982),Terminator 2: Judgment Day (1991),Speed (1994)
1505,0,Rain Man (1988),Breakfast Club% The (1985),Much Ado About Nothing (1993),Sleeper (1973),M*A*S*H (1970),Piano% The (1993)
1506,0,Close Encounters of the Third Kind (1977),Antz (1998),Beetlejuice (1988),Iron Giant% The (1999),Willy Wonka and the Chocolate Factory (1971),Jaws (1975)
1507,1,Antz (1998),Blazing Saddles (1974),Babe: Pig in the City (1998),It Happened One Night (1934),Iron Giant% The (1999),Mary Poppins (1964)
1508,0,Braveheart (1995),Total Recall (1990),Big Hit% The (1998),Boat% The (Das Boot) (1981),Men in Black (1997),Terminator 2: Judgment Day (1991)
1509,0,Pi (1998),Sneakers (1992),Gladiator (2000),Rules of Engagement (2000),Mystery Science Theater 3000: The Movie (1996),Blade (1998)
1510,0,Terminator 2: Judgment Day (1991),Gladiator (2000),Galaxy Quest (1999),Magnolia (1999),Army of Darkness (1993),Fly% The (1958)
1511,0,Boat% The (Das Boot) (1981),Princess Bride% The (1987),Patton (1970),Blade Runner (1982),Last Emperor% The (1987),Citizen Kane (1941)
1512,0,Galaxy Quest (1999),Me Myself I (2000),Brothers McMullen% The (1995),Almost Famous (2000),Magnolia (1999),Meet the Parents (2000)
1513,0,Rope (1948),Lawrence of Arabia (1962),Anatomy of a Murder (1959),Man Who Would Be King% The (1975),Trouble with Harry% The (1955),Double Indemnity (1944)
1514,0,Fargo (1996),Strange Days (1995),Run Lola Run (Lola rennt) (1998),X-Files: Fight the Future% The (1998),Pi (1998),Alien³ (1992)
1515,0,Star Wars: Episode VI - Return of the Jedi (1983),Matrix% The (1999),Star Wars: Episode I - The Phantom Menace (1999),Godfather% The (1972),X-Men (2000),Rudy (1993)
1516,1,Get Shorty (1995),Patch Adams (1998),Varsity Blues (1999),In & Out (1997),South Park: Bigger% Longer and Uncut (1999),Eyes Wide Shut (1999)
1517,1,Run Lola Run (Lola rennt) (1998),Bamboozled (2000),Contender% The (2000),GoodFellas (1990),L.A. Confidential (1997),Babe (1995)
1518,0,2001: A Space Odyssey (1968),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Clockwork Orange% A (1971),Princess Bride% The (1987),Star Wars: Episode I - The Phantom Menace (1999),Jurassic Park (1993)
1519,0,Fight Club (1999),Romy and Michele's High School Reunion (1997),Run Lola Run (Lola rennt) (1998),Doctor Dolittle (1998),Seven (Se7en) (1995),Sling Blade (1996)
1520,0,Any Given Sunday (1999),Perfect Storm% The (2000),Rules of Engagement (2000),Total Recall (1990),Matrix% The (1999),Galaxy Quest (1999)
1521,0,Reservoir Dogs (1992),Hoop Dreams (1994),Insider% The (1999),Some Folks Call It a Sling Blade (1993),Thelma & Louise (1991),Grifters% The (1990)
1522,0,Rocky Horror Picture Show% The (1975),Tron (1982),Contact (1997),Starman (1984),Dreamscape (1984),War of the Worlds% The (1953)
1523,0,Who Framed Roger Rabbit? (1988),Predator (1987),Midnight Run (1988),Dirty Dozen% The (1967),Back to the Future (1985),Abyss% The (1989)
1524,0,Wonder Boys (2000),Princess Bride% The (1987),Mary Poppins (1964),101 Dalmatians (1961),Cell% The (2000),Six Days Seven Nights (1998)
1525,1,Tommy (1975),Lion King% The (1994),Cabaret (1972),Help! (1965),Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Thin Blue Line% The (1988)
1526,0,African Queen% The (1951),Grapes of Wrath% The (1940),It's a Wonderful Life (1946),Top Hat (1935),Citizen Kane (1941),Doctor Zhivago (1965)
1527,0,Mission: Impossible 2 (2000),Pulp Fiction (1994),Sling Blade (1996),Aliens (1986),Raiders of the Lost Ark (1981),Taxi Driver (1976)
1528,0,Man on the Moon (1999),Austin Powers: The Spy Who Shagged Me (1999),Arlington Road (1999),Detroit Rock City (1999),Rushmore (1998),Godfather% The (1972)
1529,0,Waterworld (1995),Conspiracy Theory (1997),Cliffhanger (1993),GoldenEye (1995),Lost World: Jurassic Park% The (1997),Maverick (1994)
1530,1,Close Encounters of the Third Kind (1977),Insider% The (1999),Midnight Run (1988),American History X (1998),Life Is Beautiful (La Vita è bella) (1997),Awakenings (1990)
1531,0,Fantastic Voyage (1966),Return of the Fly (1959),Phantom of the Opera% The (1943),Runaway (1984),American Psycho (2000),28 Days (2000)
1532,1,Some Folks Call It a Sling Blade (1993),Life Is Beautiful (La Vita è bella) (1997),Gods and Monsters (1998),Austin Powers: The Spy Who Shagged Me (1999),Babe (1995),Hudsucker Proxy% The (1994)
1533,0,Snow Falling on Cedars (1999),Arlington Road (1999),Messenger: The Story of Joan of Arc% The (1999),White Squall (1996),Astronaut's Wife% The (1999),Stuart Little (1999)
1534,0,Shawshank Redemption% The (1994),Green Mile% The (1999),Elephant Man% The (1980),October Sky (1999),GoodFellas (1990),Dead Man Walking (1995)
1535,0,Little Big Man (1970),Duck Soup (1933),Everything You Always Wanted to Know About Sex (1972),Cool Hand Luke (1967),Producers% The (1968),Pink Flamingos (1972)
1536,0,Godfather: Part II% The (1974),Who Framed Roger Rabbit? (1988),Mask% The (1994),Wizard of Oz% The (1939),Back to the Future (1985),Carrie (1976)
1537,0,Snow Day (2000),Mission to Mars (2000),Shanghai Noon (2000),Me Myself I (2000),Space Cowboys (2000),28 Days (2000)
1538,1,Kingpin (1996),Dick (1999),Detroit Rock City (1999),Wayne's World (1992),Rushmore (1998),Mallrats (1995)
1539,0,Asphalt Jungle% The (1950),Gilda (1946),M (1931),Thin Man% The (1934),Shadow of a Doubt (1943),Out of the Past (1947)
1540,0,Back to the Future (1985),Singin' in the Rain (1952),Jaws (1975),Cape Fear (1962),Dancer in the Dark (2000),Meet the Parents (2000)
1541,0,GoodFellas (1990),Green Mile% The (1999),Good Will Hunting (1997),One Flew Over the Cuckoo's Nest (1975),Sling Blade (1996),Godfather: Part II% The (1974)
1542,1,Thelma & Louise (1991),Die Hard 2 (1990),Big Daddy (1999),Godzilla (1998),Dances with Wolves (1990),Escape from L.A. (1996)
1543,1,Conspiracy Theory (1997),Backdraft (1991),Mask of Zorro% The (1998),Get Shorty (1995),Long Kiss Goodnight% The (1996),Independence Day (ID4) (1996)
1544,0,Space Cowboys (2000),Exotica (1994),Kingpin (1996),Boiler Room (2000),Rules of Engagement (2000),My Dog Skip (1999)
1545,1,Abyss% The (1989),Magnum Force (1973),Jeremiah Johnson (1972),Thing% The (1982),Starman (1984),Who Framed Roger Rabbit? (1988)
1546,1,Vacation (1983),Tao of Steve% The (2000),Heathers (1989),Gods Must Be Crazy% The (1980),Ronin (1998),Crying Game% The (1992)
1547,0,Insider% The (1999),Dead Man Walking (1995),Snow Falling on Cedars (1999),Casablanca (1942),To Kill a Mockingbird (1962),Green Mile% The (1999)
1548,0,Red Violin% The (Le Violon rouge) (1998),Arlington Road (1999),Bowfinger (1999),Office Space (1999),Doors% The (1991),Eyes Wide Shut (1999)
1549,0,American Psycho (2000),Terminator 2: Judgment Day (1991),Magnolia (1999),Citizen Kane (1941),Airplane! (1980),Saving Private Ryan (1998)
1550,0,Pulp Fiction (1994),Dead Man Walking (1995),Sling Blade (1996),Talented Mr. Ripley% The (1999),Green Mile% The (1999),Babe (1995)
1551,0,Citizen Kane (1941),Fargo (1996),12 Angry Men (1957),Professional% The (a.k.a. Leon: The Professional) (1994),High Fidelity (2000),Raging Bull (1980)
1552,1,Professional% The (a.k.a. Leon: The Professional) (1994),Big Lebowski% The (1998),Sling Blade (1996),Out of Sight (1998),Sixth Sense% The (1999),Life Is Beautiful (La Vita è bella) (1997)
1553,0,Wizard of Oz% The (1939),West Side Story (1961),Romeo and Juliet (1968),Dirty Dancing (1987),Grapes of Wrath% The (1940),Mr. Smith Goes to Washington (1939)
1554,0,Abyss% The (1989),Body Heat (1981),Deliverance (1972),Cape Fear (1962),Blood Simple (1984),Blade Runner (1982)
1555,1,Bowfinger (1999),Some Folks Call It a Sling Blade (1993),Dead Man Walking (1995),Go (1999),South Park: Bigger% Longer and Uncut (1999),Dick (1999)
1556,1,Home Alone 3 (1997),Cinderella (1950),Perfect Storm% The (2000),Muppets Take Manhattan% The (1984),Nutty Professor% The (1996),Hocus Pocus (1993)
1557,0,Drop Dead Fred (1991),Flubber (1997),Interview with the Vampire (1994),Jacob's Ladder (1990),Big (1988),Ladyhawke (1985)
1558,0,Star Wars: Episode I - The Phantom Menace (1999),Battlefield Earth (2000),Alien (1979),Fugitive% The (1993),Face/Off (1997),Back to the Future (1985)
1559,0,Escape from New York (1981),Alien Nation (1988),Thing% The (1982),Heavy Metal (1981),Aliens (1986),Dreamscape (1984)
1560,0,Bowfinger (1999),Jurassic Park (1993),Snow Falling on Cedars (1999),Lethal Weapon (1987),Batman (1989),Who Framed Roger Rabbit? (1988)
1561,0,Groundhog Day (1993),Snow Falling on Cedars (1999),American History X (1998),Crying Game% The (1992),High Fidelity (2000),Waking Ned Devine (1998)
1562,0,Wolf (1994),Psycho (1998),Mary Shelley's Frankenstein (1994),Buffy the Vampire Slayer (1992),House on Haunted Hill% The (1999),I Still Know What You Did Last Summer (1998)
1563,0,Boys Don't Cry (1999),Blair Witch Project% The (1999),Chicken Run (2000),Hollow Man (2000),Election (1999),Snow Falling on Cedars (1999)
1564,0,Air America (1990),Mercury Rising (1998),Waterworld (1995),Negotiator% The (1998),Conspiracy Theory (1997),Mummy% The (1999)
1565,1,L.A. Story (1991),Pleasantville (1998),Shall We Dance? (Shall We Dansu?) (1996),Barcelona (1994),Much Ado About Nothing (1993),Toy Story 2 (1999)
1566,0,28 Days (2000),Shanghai Noon (2000),Rules of Engagement (2000),Mission to Mars (2000),Me Myself I (2000),Perfect Storm% The (2000)
1567,0,Strange Days (1995),One Flew Over the Cuckoo's Nest (1975),Battleship Potemkin% The (Bronenosets Potyomkin) (1925),Planet of the Apes (1968),Predator (1987),Jules and Jim (Jules et Jim) (1961)
1568,1,Full Monty% The (1997),Austin Powers: International Man of Mystery (1997),Shakespeare in Love (1998),Pleasantville (1998),Forrest Gump (1994),Toy Story 2 (1999)
1569,0,Easy Rider (1969),Dead Man Walking (1995),Five Easy Pieces (1970),Silence of the Lambs% The (1991),Hustler% The (1961),Cat on a Hot Tin Roof (1958)
1570,0,Cape Fear (1962),North by Northwest (1959),Rebecca (1940),Gaslight (1944),Lifeboat (1944),Palmetto (1998)
1571,0,Nikita (La Femme Nikita) (1990),Dead Man Walking (1995),Rain Man (1988),Prizzi's Honor (1985),Natural% The (1984),Big (1988)
1572,0,Civil Action% A (1998),Stigmata (1999),Instinct (1999),Arlington Road (1999),Sleepy Hollow (1999),For Love of the Game (1999)
1573,0,Loser (2000),Hanging Up (2000),Best in Show (2000),Replacements% The (2000),Next Friday (1999),Saving Grace (2000)
